,fecha,sector_economico,valor
0,2019-01-01,IndústriaNo especificatResidencialServeis,15701309
1,2019-01-02,IndústriaNo especificatResidencialServeis,19471873
2,2019-01-03,IndústriaNo especificatResidencialServeis,20076314
3,2019-01-04,IndústriaNo especificatResidencialServeis,20198333
4,2019-01-05,IndústriaNo especificatResidencialServeis,17444148
5,2019-01-06,IndústriaNo especificatResidencialServeis,15841919
6,2019-01-07,IndústriaNo especificatResidencialServeis,20624705
7,2019-01-08,IndústriaNo especificatResidencialServeis,21444962
8,2019-01-09,IndústriaNo especificatResidencialServeis,21148356
9,2019-01-10,IndústriaNo especificatResidencialServeis,21569788
10,2019-01-11,IndústriaNo especificatResidencialServeis,22075383
11,2019-01-12,IndústriaNo especificatResidencialServeis,18823905
12,2019-01-13,IndústriaNo especificatResidencialServeis,17524486
13,2019-01-14,IndústriaNo especificatResidencialServeis,21223990
14,2019-01-15,IndústriaNo especificatResidencialServeis,21084019
15,2019-01-16,IndústriaNo especificatResidencialServeis,21079526
16,2019-01-17,IndústriaNo especificatResidencialServeis,20920020
17,2019-01-18,IndústriaNo especificatResidencialServeis,21425407
18,2019-01-19,IndústriaNo especificatResidencialServeis,18192589
19,2019-01-20,IndústriaNo especificatResidencialServeis,17460785
20,2019-01-21,IndústriaNo especificatResidencialServeis,21743488
21,2019-01-22,IndústriaNo especificatResidencialServeis,22523170
22,2019-01-23,IndústriaNo especificatResidencialServeis,22332141
23,2019-01-24,IndústriaNo especificatResidencialServeis,22275264
24,2019-01-25,IndústriaNo especificatResidencialServeis,21624610
25,2019-01-26,IndústriaNo especificatResidencialServeis,17906639
26,2019-01-27,IndústriaNo especificatResidencialServeis,16588284
27,2019-01-28,IndústriaNo especificatResidencialServeis,21499554
28,2019-01-29,IndústriaNo especificatResidencialServeis,22048573
29,2019-01-30,IndústriaNo especificatResidencialServeis,21785642
30,2019-01-31,IndústriaNo especificatResidencialServeis,20684877
31,2019-02-01,IndústriaNo especificatResidencialServeis,20061433
32,2019-02-02,IndústriaNo especificatResidencialServeis,17719478
33,2019-02-03,IndústriaNo especificatResidencialServeis,16757420
34,2019-02-04,IndústriaNo especificatResidencialServeis,21562527
35,2019-02-05,IndústriaNo especificatResidencialServeis,20960755
36,2019-02-06,IndústriaNo especificatResidencialServeis,20448661
37,2019-02-07,IndústriaNo especificatResidencialServeis,20376640
38,2019-02-08,IndústriaNo especificatResidencialServeis,19959287
39,2019-02-09,IndústriaNo especificatResidencialServeis,16812259
40,2019-02-10,IndústriaNo especificatResidencialServeis,15540451
41,2019-02-11,IndústriaNo especificatResidencialServeis,19842226
42,2019-02-12,IndústriaNo especificatResidencialServeis,20104345
43,2019-02-13,IndústriaNo especificatResidencialServeis,20261701
44,2019-02-14,IndústriaNo especificatResidencialServeis,20310107
45,2019-02-15,IndústriaNo especificatResidencialServeis,20050135
46,2019-02-16,IndústriaNo especificatResidencialServeis,17020585
47,2019-02-17,IndústriaNo especificatResidencialServeis,15821044
48,2019-02-18,IndústriaNo especificatResidencialServeis,20183219
49,2019-02-19,IndústriaNo especificatResidencialServeis,20241527
50,2019-02-20,IndústriaNo especificatResidencialServeis,20063886
51,2019-02-21,IndústriaNo especificatResidencialServeis,19826378
52,2019-02-22,IndústriaNo especificatResidencialServeis,19204332
53,2019-02-23,IndústriaNo especificatResidencialServeis,16055870
54,2019-02-24,IndústriaNo especificatResidencialServeis,15007127
55,2019-02-25,IndústriaNo especificatResidencialServeis,19269212
56,2019-02-26,IndústriaNo especificatResidencialServeis,19206921
57,2019-02-27,IndústriaNo especificatResidencialServeis,19071598
58,2019-02-28,IndústriaNo especificatResidencialServeis,18565223
59,2019-03-01,IndústriaNo especificatResidencialServeis,18526426
60,2019-03-02,IndústriaNo especificatResidencialServeis,15359751
61,2019-03-03,IndústriaNo especificatResidencialServeis,14107088
62,2019-03-04,IndústriaNo especificatResidencialServeis,18086680
63,2019-03-05,IndústriaNo especificatResidencialServeis,18637000
64,2019-03-06,IndústriaNo especificatResidencialServeis,18748913
65,2019-03-07,IndústriaNo especificatResidencialServeis,18520248
66,2019-03-08,IndústriaNo especificatResidencialServeis,18057081
67,2019-03-09,IndústriaNo especificatResidencialServeis,15483679
68,2019-03-10,IndústriaNo especificatResidencialServeis,14218506
69,2019-03-11,IndústriaNo especificatResidencialServeis,18246491
70,2019-03-12,IndústriaNo especificatResidencialServeis,18555111
71,2019-03-13,IndústriaNo especificatResidencialServeis,18890498
72,2019-03-14,IndústriaNo especificatResidencialServeis,18774947
73,2019-03-15,IndústriaNo especificatResidencialServeis,18288911
74,2019-03-16,IndústriaNo especificatResidencialServeis,15496313
75,2019-03-17,IndústriaNo especificatResidencialServeis,14324808
76,2019-03-18,IndústriaNo especificatResidencialServeis,18497820
77,2019-03-19,IndústriaNo especificatResidencialServeis,18722375
78,2019-03-20,IndústriaNo especificatResidencialServeis,18834802
79,2019-03-21,IndústriaNo especificatResidencialServeis,18954487
80,2019-03-22,IndústriaNo especificatResidencialServeis,18483264
81,2019-03-23,IndústriaNo especificatResidencialServeis,15621911
82,2019-03-24,IndústriaNo especificatResidencialServeis,14278881
83,2019-03-25,IndústriaNo especificatResidencialServeis,17903889
84,2019-03-26,IndústriaNo especificatResidencialServeis,18227781
85,2019-03-27,IndústriaNo especificatResidencialServeis,18242116
86,2019-03-28,IndústriaNo especificatResidencialServeis,18425365
87,2019-03-29,IndústriaNo especificatResidencialServeis,18183594
88,2019-03-30,IndústriaNo especificatResidencialServeis,15594027
89,2019-03-31,IndústriaNo especificatResidencialServeis,13739936
90,2019-04-01,IndústriaNo especificatResidencialServeis,18009946
91,2019-04-02,IndústriaNo especificatResidencialServeis,18291769
92,2019-04-03,IndústriaNo especificatResidencialServeis,18411242
93,2019-04-04,IndústriaNo especificatResidencialServeis,18688431
94,2019-04-05,IndústriaNo especificatResidencialServeis,18696823
95,2019-04-06,IndústriaNo especificatResidencialServeis,15882303
96,2019-04-07,IndústriaNo especificatResidencialServeis,14748532
97,2019-04-08,IndústriaNo especificatResidencialServeis,18249704
98,2019-04-09,IndústriaNo especificatResidencialServeis,18642464
99,2019-04-10,IndústriaNo especificatResidencialServeis,18653623
100,2019-04-11,IndústriaNo especificatResidencialServeis,18494770
101,2019-04-12,IndústriaNo especificatResidencialServeis,18065656
102,2019-04-13,IndústriaNo especificatResidencialServeis,15127937
103,2019-04-14,IndústriaNo especificatResidencialServeis,13849734
104,2019-04-15,IndústriaNo especificatResidencialServeis,17228894
105,2019-04-16,IndústriaNo especificatResidencialServeis,17365457
106,2019-04-17,IndústriaNo especificatResidencialServeis,17169258
107,2019-04-18,IndústriaNo especificatResidencialServeis,16425108
108,2019-04-19,IndústriaNo especificatResidencialServeis,13770196
109,2019-04-20,IndústriaNo especificatResidencialServeis,14116230
110,2019-04-21,IndústriaNo especificatResidencialServeis,13366064
111,2019-04-22,IndústriaNo especificatResidencialServeis,14977566
112,2019-04-23,IndústriaNo especificatResidencialServeis,17789238
113,2019-04-24,IndústriaNo especificatResidencialServeis,18056812
114,2019-04-25,IndústriaNo especificatResidencialServeis,18044221
115,2019-04-26,IndústriaNo especificatResidencialServeis,18019967
116,2019-04-27,IndústriaNo especificatResidencialServeis,15421279
117,2019-04-28,IndústriaNo especificatResidencialServeis,14326440
118,2019-04-29,IndústriaNo especificatResidencialServeis,17823149
119,2019-04-30,IndústriaNo especificatResidencialServeis,17755562
120,2019-05-01,IndústriaNo especificatResidencialServeis,14428707
121,2019-05-02,IndústriaNo especificatResidencialServeis,17584873
122,2019-05-03,IndústriaNo especificatResidencialServeis,18073231
123,2019-05-04,IndústriaNo especificatResidencialServeis,15153622
124,2019-05-05,IndústriaNo especificatResidencialServeis,14002364
125,2019-05-06,IndústriaNo especificatResidencialServeis,17709385
126,2019-05-07,IndústriaNo especificatResidencialServeis,18015833
127,2019-05-08,IndústriaNo especificatResidencialServeis,17957003
128,2019-05-09,IndústriaNo especificatResidencialServeis,17861010
129,2019-05-10,IndústriaNo especificatResidencialServeis,17712908
130,2019-05-11,IndústriaNo especificatResidencialServeis,15375550
131,2019-05-12,IndústriaNo especificatResidencialServeis,14183747
132,2019-05-13,IndústriaNo especificatResidencialServeis,17780530
133,2019-05-14,IndústriaNo especificatResidencialServeis,18049620
134,2019-05-15,IndústriaNo especificatResidencialServeis,17874444
135,2019-05-16,IndústriaNo especificatResidencialServeis,17912379
136,2019-05-17,IndústriaNo especificatResidencialServeis,17867138
137,2019-05-18,IndústriaNo especificatResidencialServeis,15233831
138,2019-05-19,IndústriaNo especificatResidencialServeis,14238346
139,2019-05-20,IndústriaNo especificatResidencialServeis,17497379
140,2019-05-21,IndústriaNo especificatResidencialServeis,17811075
141,2019-05-22,IndústriaNo especificatResidencialServeis,18084666
142,2019-05-23,IndústriaNo especificatResidencialServeis,18181565
143,2019-05-24,IndústriaNo especificatResidencialServeis,17881889
144,2019-05-25,IndústriaNo especificatResidencialServeis,15368729
145,2019-05-26,IndústriaNo especificatResidencialServeis,14169326
146,2019-05-27,IndústriaNo especificatResidencialServeis,17938004
147,2019-05-28,IndústriaNo especificatResidencialServeis,18149410
148,2019-05-29,IndústriaNo especificatResidencialServeis,18121983
149,2019-05-30,IndústriaNo especificatResidencialServeis,17905327
150,2019-05-31,IndústriaNo especificatResidencialServeis,17835633
151,2019-06-01,IndústriaNo especificatResidencialServeis,15547062
152,2019-06-02,IndústriaNo especificatResidencialServeis,14289783
153,2019-06-03,IndústriaNo especificatResidencialServeis,18566667
154,2019-06-04,IndústriaNo especificatResidencialServeis,18860535
155,2019-06-05,IndústriaNo especificatResidencialServeis,18873796
156,2019-06-06,IndústriaNo especificatResidencialServeis,18584926
157,2019-06-07,IndústriaNo especificatResidencialServeis,18746635
158,2019-06-08,IndústriaNo especificatResidencialServeis,15412285
159,2019-06-09,IndústriaNo especificatResidencialServeis,13895255
160,2019-06-10,IndústriaNo especificatResidencialServeis,15781208
161,2019-06-11,IndústriaNo especificatResidencialServeis,18358947
162,2019-06-12,IndústriaNo especificatResidencialServeis,18179529
163,2019-06-13,IndústriaNo especificatResidencialServeis,18359705
164,2019-06-14,IndústriaNo especificatResidencialServeis,18503373
165,2019-06-15,IndústriaNo especificatResidencialServeis,15896256
166,2019-06-16,IndústriaNo especificatResidencialServeis,14553188
167,2019-06-17,IndústriaNo especificatResidencialServeis,19094930
168,2019-06-18,IndústriaNo especificatResidencialServeis,19517304
169,2019-06-19,IndústriaNo especificatResidencialServeis,19855896
170,2019-06-20,IndústriaNo especificatResidencialServeis,19910611
171,2019-06-21,IndústriaNo especificatResidencialServeis,19739587
172,2019-06-22,IndústriaNo especificatResidencialServeis,16601788
173,2019-06-23,IndústriaNo especificatResidencialServeis,15084682
174,2019-06-24,IndústriaNo especificatResidencialServeis,16279910
175,2019-06-25,IndústriaNo especificatResidencialServeis,20868840
176,2019-06-26,IndústriaNo especificatResidencialServeis,21764173
177,2019-06-27,IndústriaNo especificatResidencialServeis,22506819
178,2019-06-28,IndústriaNo especificatResidencialServeis,23762598
179,2019-06-29,IndústriaNo especificatResidencialServeis,20375026
180,2019-06-30,IndústriaNo especificatResidencialServeis,18489432
181,2019-07-01,IndústriaNo especificatResidencialServeis,23288333
182,2019-07-02,IndústriaNo especificatResidencialServeis,23675821
183,2019-07-03,IndústriaNo especificatResidencialServeis,23855532
184,2019-07-04,IndústriaNo especificatResidencialServeis,23845642
185,2019-07-05,IndústriaNo especificatResidencialServeis,23924322
186,2019-07-06,IndústriaNo especificatResidencialServeis,20169099
187,2019-07-07,IndústriaNo especificatResidencialServeis,18967750
188,2019-07-08,IndústriaNo especificatResidencialServeis,22980724
189,2019-07-09,IndústriaNo especificatResidencialServeis,22456257
190,2019-07-10,IndústriaNo especificatResidencialServeis,22705176
191,2019-07-11,IndústriaNo especificatResidencialServeis,23528085
192,2019-07-12,IndústriaNo especificatResidencialServeis,23670782
193,2019-07-13,IndústriaNo especificatResidencialServeis,19405623
194,2019-07-14,IndústriaNo especificatResidencialServeis,16899319
195,2019-07-15,IndústriaNo especificatResidencialServeis,22317611
196,2019-07-16,IndústriaNo especificatResidencialServeis,22619504
197,2019-07-17,IndústriaNo especificatResidencialServeis,22692857
198,2019-07-18,IndústriaNo especificatResidencialServeis,22350183
199,2019-07-19,IndústriaNo especificatResidencialServeis,22790896
200,2019-07-20,IndústriaNo especificatResidencialServeis,19126489
201,2019-07-21,IndústriaNo especificatResidencialServeis,17455785
202,2019-07-22,IndústriaNo especificatResidencialServeis,23821450
203,2019-07-23,IndústriaNo especificatResidencialServeis,24377531
204,2019-07-24,IndústriaNo especificatResidencialServeis,24621090
205,2019-07-25,IndústriaNo especificatResidencialServeis,24569613
206,2019-07-26,IndústriaNo especificatResidencialServeis,23801202
207,2019-07-27,IndústriaNo especificatResidencialServeis,18483878
208,2019-07-28,IndústriaNo especificatResidencialServeis,15742509
209,2019-07-29,IndústriaNo especificatResidencialServeis,21788747
210,2019-07-30,IndústriaNo especificatResidencialServeis,22582628
211,2019-07-31,IndústriaNo especificatResidencialServeis,21177411
212,2019-08-01,IndústriaNo especificatResidencialServeis,21335590
213,2019-08-02,IndústriaNo especificatResidencialServeis,21480781
214,2019-08-03,IndústriaNo especificatResidencialServeis,18524699
215,2019-08-04,IndústriaNo especificatResidencialServeis,17337010
216,2019-08-05,IndústriaNo especificatResidencialServeis,21841950
217,2019-08-06,IndústriaNo especificatResidencialServeis,22286105
218,2019-08-07,IndústriaNo especificatResidencialServeis,22177503
219,2019-08-08,IndústriaNo especificatResidencialServeis,22728861
220,2019-08-09,IndústriaNo especificatResidencialServeis,23010075
221,2019-08-10,IndústriaNo especificatResidencialServeis,19798533
222,2019-08-11,IndústriaNo especificatResidencialServeis,17544846
223,2019-08-12,IndústriaNo especificatResidencialServeis,20451130
224,2019-08-13,IndústriaNo especificatResidencialServeis,19309827
225,2019-08-14,IndústriaNo especificatResidencialServeis,19392597
226,2019-08-15,IndústriaNo especificatResidencialServeis,17026782
227,2019-08-16,IndústriaNo especificatResidencialServeis,19381935
228,2019-08-17,IndústriaNo especificatResidencialServeis,18082071
229,2019-08-18,IndústriaNo especificatResidencialServeis,17053607
230,2019-08-19,IndústriaNo especificatResidencialServeis,20719562
231,2019-08-20,IndústriaNo especificatResidencialServeis,19945175
232,2019-08-21,IndústriaNo especificatResidencialServeis,19848538
233,2019-08-22,IndústriaNo especificatResidencialServeis,20365205
234,2019-08-23,IndústriaNo especificatResidencialServeis,20171747
235,2019-08-24,IndústriaNo especificatResidencialServeis,18085372
236,2019-08-25,IndústriaNo especificatResidencialServeis,17163768
237,2019-08-26,IndústriaNo especificatResidencialServeis,21638649
238,2019-08-27,IndústriaNo especificatResidencialServeis,20997628
239,2019-08-28,IndústriaNo especificatResidencialServeis,21323984
240,2019-08-29,IndústriaNo especificatResidencialServeis,21878738
241,2019-08-30,IndústriaNo especificatResidencialServeis,22312137
242,2019-08-31,IndústriaNo especificatResidencialServeis,19113190
243,2019-09-01,IndústriaNo especificatResidencialServeis,16761039
244,2019-09-02,IndústriaNo especificatResidencialServeis,21562280
245,2019-09-03,IndústriaNo especificatResidencialServeis,21353724
246,2019-09-04,IndústriaNo especificatResidencialServeis,21562404
247,2019-09-05,IndústriaNo especificatResidencialServeis,20807355
248,2019-09-06,IndústriaNo especificatResidencialServeis,19582045
249,2019-09-07,IndústriaNo especificatResidencialServeis,16524991
250,2019-09-08,IndústriaNo especificatResidencialServeis,15074624
251,2019-09-09,IndústriaNo especificatResidencialServeis,19494203
252,2019-09-10,IndústriaNo especificatResidencialServeis,18929879
253,2019-09-11,IndústriaNo especificatResidencialServeis,16183267
254,2019-09-12,IndústriaNo especificatResidencialServeis,19290601
255,2019-09-13,IndústriaNo especificatResidencialServeis,19108526
256,2019-09-14,IndústriaNo especificatResidencialServeis,16571099
257,2019-09-15,IndústriaNo especificatResidencialServeis,15334465
258,2019-09-16,IndústriaNo especificatResidencialServeis,19961340
259,2019-09-17,IndústriaNo especificatResidencialServeis,20532633
260,2019-09-18,IndústriaNo especificatResidencialServeis,20971211
261,2019-09-19,IndústriaNo especificatResidencialServeis,20895859
262,2019-09-20,IndústriaNo especificatResidencialServeis,20323981
263,2019-09-21,IndústriaNo especificatResidencialServeis,17084769
264,2019-09-22,IndústriaNo especificatResidencialServeis,15563973
265,2019-09-23,IndústriaNo especificatResidencialServeis,18972984
266,2019-09-24,IndústriaNo especificatResidencialServeis,17414015
267,2019-09-25,IndústriaNo especificatResidencialServeis,20288348
268,2019-09-26,IndústriaNo especificatResidencialServeis,20454403
269,2019-09-27,IndústriaNo especificatResidencialServeis,20431650
270,2019-09-28,IndústriaNo especificatResidencialServeis,17081435
271,2019-09-29,IndústriaNo especificatResidencialServeis,15768158
272,2019-09-30,IndústriaNo especificatResidencialServeis,20170775
273,2019-10-01,IndústriaNo especificatResidencialServeis,20244223
274,2019-10-02,IndústriaNo especificatResidencialServeis,19585874
275,2019-10-03,IndústriaNo especificatResidencialServeis,19007887
276,2019-10-04,IndústriaNo especificatResidencialServeis,18875762
277,2019-10-05,IndústriaNo especificatResidencialServeis,16048639
278,2019-10-06,IndústriaNo especificatResidencialServeis,14735089
279,2019-10-07,IndústriaNo especificatResidencialServeis,18652756
280,2019-10-08,IndústriaNo especificatResidencialServeis,19189944
281,2019-10-09,IndústriaNo especificatResidencialServeis,19158491
282,2019-10-10,IndústriaNo especificatResidencialServeis,18733533
283,2019-10-11,IndústriaNo especificatResidencialServeis,18741273
284,2019-10-12,IndústriaNo especificatResidencialServeis,15652634
285,2019-10-13,IndústriaNo especificatResidencialServeis,15057987
286,2019-10-14,IndústriaNo especificatResidencialServeis,19292198
287,2019-10-15,IndústriaNo especificatResidencialServeis,18350688
288,2019-10-16,IndústriaNo especificatResidencialServeis,18285716
289,2019-10-17,IndústriaNo especificatResidencialServeis,18446236
290,2019-10-18,IndústriaNo especificatResidencialServeis,17276618
291,2019-10-19,IndústriaNo especificatResidencialServeis,15767473
292,2019-10-20,IndústriaNo especificatResidencialServeis,14685721
293,2019-10-21,IndústriaNo especificatResidencialServeis,17998926
294,2019-10-22,IndústriaNo especificatResidencialServeis,18365161
295,2019-10-23,IndústriaNo especificatResidencialServeis,18282775
296,2019-10-24,IndústriaNo especificatResidencialServeis,18143970
297,2019-10-25,IndústriaNo especificatResidencialServeis,17978276
298,2019-10-26,IndústriaNo especificatResidencialServeis,15452877
299,2019-10-27,IndústriaNo especificatResidencialServeis,14896756
300,2019-10-28,IndústriaNo especificatResidencialServeis,17990929
301,2019-10-29,IndústriaNo especificatResidencialServeis,18230725
302,2019-10-30,IndústriaNo especificatResidencialServeis,18341318
303,2019-10-31,IndústriaNo especificatResidencialServeis,17898466
304,2019-11-01,IndústriaNo especificatResidencialServeis,19273862
305,2019-11-02,IndústriaNo especificatResidencialServeis,19945238
306,2019-11-03,IndústriaNo especificatResidencialServeis,18547552
307,2019-11-04,IndústriaNo especificatResidencialServeis,24088180
308,2019-11-05,IndústriaNo especificatResidencialServeis,24304325
309,2019-11-06,IndústriaNo especificatResidencialServeis,24172827
310,2019-11-07,IndústriaNo especificatResidencialServeis,24117897
311,2019-11-08,IndústriaNo especificatResidencialServeis,24305304
312,2019-11-09,IndústriaNo especificatResidencialServeis,21087656
313,2019-11-10,IndústriaNo especificatResidencialServeis,19855078
314,2019-11-11,IndústriaNo especificatResidencialServeis,25810919
315,2019-11-12,IndústriaNo especificatResidencialServeis,25671454
316,2019-11-13,IndústriaNo especificatResidencialServeis,25797481
317,2019-11-14,IndústriaNo especificatResidencialServeis,26240156
318,2019-11-15,IndústriaNo especificatResidencialServeis,26556701
319,2019-11-16,IndústriaNo especificatResidencialServeis,22533246
320,2019-11-17,IndústriaNo especificatResidencialServeis,21161897
321,2019-11-18,IndústriaNo especificatResidencialServeis,26644622
322,2019-11-19,IndústriaNo especificatResidencialServeis,27098562
323,2019-11-20,IndústriaNo especificatResidencialServeis,27148520
324,2019-11-21,IndústriaNo especificatResidencialServeis,26622080
325,2019-11-22,IndústriaNo especificatResidencialServeis,25899680
326,2019-11-23,IndústriaNo especificatResidencialServeis,21596235
327,2019-11-24,IndústriaNo especificatResidencialServeis,19906835
328,2019-11-25,IndústriaNo especificatResidencialServeis,25621644
329,2019-11-26,IndústriaNo especificatResidencialServeis,25590363
330,2019-11-27,IndústriaNo especificatResidencialServeis,25142797
331,2019-11-28,IndústriaNo especificatResidencialServeis,24939295
332,2019-11-29,IndústriaNo especificatResidencialServeis,24540172
333,2019-11-30,IndústriaNo especificatResidencialServeis,20455157
334,2019-12-01,IndústriaNo especificatResidencialServeis,14982413
335,2019-12-02,IndústriaNo especificatResidencialServeis,18903644
336,2019-12-03,IndústriaNo especificatResidencialServeis,19638836
337,2019-12-04,IndústriaNo especificatResidencialServeis,20399225
338,2019-12-05,IndústriaNo especificatResidencialServeis,19955897
339,2019-12-06,IndústriaNo especificatResidencialServeis,15953283
340,2019-12-07,IndústriaNo especificatResidencialServeis,15788881
341,2019-12-08,IndústriaNo especificatResidencialServeis,15703477
342,2019-12-09,IndústriaNo especificatResidencialServeis,19825993
343,2019-12-10,IndústriaNo especificatResidencialServeis,20291002
344,2019-12-11,IndústriaNo especificatResidencialServeis,20434391
345,2019-12-12,IndústriaNo especificatResidencialServeis,20828866
346,2019-12-13,IndústriaNo especificatResidencialServeis,19802725
347,2019-12-14,IndústriaNo especificatResidencialServeis,16488808
348,2019-12-15,IndústriaNo especificatResidencialServeis,15537852
349,2019-12-16,IndústriaNo especificatResidencialServeis,19510290
350,2019-12-17,IndústriaNo especificatResidencialServeis,19338085
351,2019-12-18,IndústriaNo especificatResidencialServeis,19084702
352,2019-12-19,IndústriaNo especificatResidencialServeis,19179916
353,2019-12-20,IndústriaNo especificatResidencialServeis,18701754
354,2019-12-21,IndústriaNo especificatResidencialServeis,15757497
355,2019-12-22,IndústriaNo especificatResidencialServeis,14858886
356,2019-12-23,IndústriaNo especificatResidencialServeis,17846965
357,2019-12-24,IndústriaNo especificatResidencialServeis,17203930
358,2019-12-25,IndústriaNo especificatResidencialServeis,13977551
359,2019-12-26,IndústriaNo especificatResidencialServeis,15019596
360,2019-12-27,IndústriaNo especificatResidencialServeis,17441021
361,2019-12-28,IndústriaNo especificatResidencialServeis,15698068
362,2019-12-29,IndústriaNo especificatResidencialServeis,15139650
363,2019-12-30,IndústriaNo especificatResidencialServeis,18197160
364,2019-12-31,IndústriaNo especificatResidencialServeis,17685555
365,2020-01-01,IndústriaNo especificatResidencialServeis,19450983
366,2020-01-02,IndústriaNo especificatResidencialServeis,24306329
367,2020-01-03,IndústriaNo especificatResidencialServeis,24802710
368,2020-01-04,IndústriaNo especificatResidencialServeis,21447163
369,2020-01-05,IndústriaNo especificatResidencialServeis,20320514
370,2020-01-06,IndústriaNo especificatResidencialServeis,20310638
371,2020-01-07,IndústriaNo especificatResidencialServeis,26089577
372,2020-01-08,IndústriaNo especificatResidencialServeis,26604626
373,2020-01-09,IndústriaNo especificatResidencialServeis,26618185
374,2020-01-10,IndústriaNo especificatResidencialServeis,26759652
375,2020-01-11,IndústriaNo especificatResidencialServeis,22517716
376,2020-01-12,IndústriaNo especificatResidencialServeis,21556980
377,2020-01-13,IndústriaNo especificatResidencialServeis,27620754
378,2020-01-14,IndústriaNo especificatResidencialServeis,27472551
379,2020-01-15,IndústriaNo especificatResidencialServeis,27129263
380,2020-01-16,IndústriaNo especificatResidencialServeis,26822982
381,2020-01-17,IndústriaNo especificatResidencialServeis,26078291
382,2020-01-18,IndústriaNo especificatResidencialServeis,22123685
383,2020-01-19,IndústriaNo especificatResidencialServeis,21282348
384,2020-01-20,IndústriaNo especificatResidencialServeis,28476453
385,2020-01-21,IndústriaNo especificatResidencialServeis,28921002
386,2020-01-22,IndústriaNo especificatResidencialServeis,27721315
387,2020-01-23,IndústriaNo especificatResidencialServeis,26609670
388,2020-01-24,IndústriaNo especificatResidencialServeis,26166735
389,2020-01-25,IndústriaNo especificatResidencialServeis,22038352
390,2020-01-26,IndústriaNo especificatResidencialServeis,20163747
391,2020-01-27,IndústriaNo especificatResidencialServeis,26177174
392,2020-01-28,IndústriaNo especificatResidencialServeis,26181170
393,2020-01-29,IndústriaNo especificatResidencialServeis,26161655
394,2020-01-30,IndústriaNo especificatResidencialServeis,25868798
395,2020-01-31,IndústriaNo especificatResidencialServeis,24800737
396,2020-02-01,IndústriaNo especificatResidencialServeis,15832822
397,2020-02-02,IndústriaNo especificatResidencialServeis,14544975
398,2020-02-03,IndústriaNo especificatResidencialServeis,18277649
399,2020-02-04,IndústriaNo especificatResidencialServeis,18412283
400,2020-02-05,IndústriaNo especificatResidencialServeis,18925763
401,2020-02-06,IndústriaNo especificatResidencialServeis,19274666
402,2020-02-07,IndústriaNo especificatResidencialServeis,19349033
403,2020-02-08,IndústriaNo especificatResidencialServeis,16443334
404,2020-02-09,IndústriaNo especificatResidencialServeis,15255918
405,2020-02-10,IndústriaNo especificatResidencialServeis,18873409
406,2020-02-11,IndústriaNo especificatResidencialServeis,18883573
407,2020-02-12,IndústriaNo especificatResidencialServeis,19480652
408,2020-02-13,IndústriaNo especificatResidencialServeis,18956277
409,2020-02-14,IndústriaNo especificatResidencialServeis,18926094
410,2020-02-15,IndústriaNo especificatResidencialServeis,15890507
411,2020-02-16,IndústriaNo especificatResidencialServeis,14921492
412,2020-02-17,IndústriaNo especificatResidencialServeis,18669442
413,2020-02-18,IndústriaNo especificatResidencialServeis,19033366
414,2020-02-19,IndústriaNo especificatResidencialServeis,19217556
415,2020-02-20,IndústriaNo especificatResidencialServeis,19153554
416,2020-02-21,IndústriaNo especificatResidencialServeis,18632808
417,2020-02-22,IndústriaNo especificatResidencialServeis,15725638
418,2020-02-23,IndústriaNo especificatResidencialServeis,14410154
419,2020-02-24,IndústriaNo especificatResidencialServeis,18279624
420,2020-02-25,IndústriaNo especificatResidencialServeis,18649033
421,2020-02-26,IndústriaNo especificatResidencialServeis,18622033
422,2020-02-27,IndústriaNo especificatResidencialServeis,18639844
423,2020-02-28,IndústriaNo especificatResidencialServeis,18347843
424,2020-02-29,IndústriaNo especificatResidencialServeis,15173196
425,2020-03-01,IndústriaNo especificatResidencialServeis,14137548
426,2020-03-02,IndústriaNo especificatResidencialServeis,17977514
427,2020-03-03,IndústriaNo especificatResidencialServeis,18637308
428,2020-03-04,IndústriaNo especificatResidencialServeis,18297948
429,2020-03-05,IndústriaNo especificatResidencialServeis,17983734
430,2020-03-06,IndústriaNo especificatResidencialServeis,18109340
431,2020-03-07,IndústriaNo especificatResidencialServeis,15511544
432,2020-03-08,IndústriaNo especificatResidencialServeis,14265037
433,2020-03-09,IndústriaNo especificatResidencialServeis,17942972
434,2020-03-10,IndústriaNo especificatResidencialServeis,18022949
435,2020-03-11,IndústriaNo especificatResidencialServeis,17735612
436,2020-03-12,IndústriaNo especificatResidencialServeis,17454475
437,2020-03-13,IndústriaNo especificatResidencialServeis,16968192
438,2020-03-14,IndústriaNo especificatResidencialServeis,14207929
439,2020-03-15,IndústriaNo especificatResidencialServeis,13273148
440,2020-03-16,IndústriaNo especificatResidencialServeis,15863057
441,2020-03-17,IndústriaNo especificatResidencialServeis,15202468
442,2020-03-18,IndústriaNo especificatResidencialServeis,14678102
443,2020-03-19,IndústriaNo especificatResidencialServeis,14427943
444,2020-03-20,IndústriaNo especificatResidencialServeis,14385338
445,2020-03-21,IndústriaNo especificatResidencialServeis,13073408
446,2020-03-22,IndústriaNo especificatResidencialServeis,12598866
447,2020-03-23,IndústriaNo especificatResidencialServeis,14348815
448,2020-03-24,IndústriaNo especificatResidencialServeis,14427444
449,2020-03-25,IndústriaNo especificatResidencialServeis,14713893
450,2020-03-26,IndústriaNo especificatResidencialServeis,14909982
